O00115,C,canonical,  1.000,  1.000,60,  0.319,4,19,19p13.2,12986023,12992335,-,,,O00115,36,2,,,,DNS2A_HUMAN Deoxyribonuclease-2-alpha OS=Homo sapiens GN=DNASE2 PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q02543,C,canonical,  1.000,  1.000,2,  0.020,2,19,19p13.11,17970731,17974124,+,,,Q02543,37,4,,,,RL18A_HUMAN 60S ribosomal protein L18a OS=Homo sapiens GN=RPL18A PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q8NFZ8,C,canonical,  1.000,  1.000,164,  0.824,8,19,19q13.31,44126522,44143991,-,,,Q8NFZ8,38,1,,,,CADM4_HUMAN Cell adhesion molecule 4 OS=Homo sapiens GN=CADM4 PE=1 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q9Y3D6,C,canonical,  1.000,  1.000,10,  0.129,3,7,7q22.1,100882893,100888366,-,,,Q9Y3D6,39,1,,,,FIS1_HUMAN Mitochondrial fission 1 protein OS=Homo sapiens GN=FIS1 PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O60869,C,canonical,  1.000,  1.000,23,  0.208,2,9,9q34.3,139756571,139760738,-,,,O60869,40,3,,,,EDF1_HUMAN Endothelial differentiation-related factor 1 OS=Homo sapiens GN=EDF1 PE=1 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q5JRX3,C,canonical,  1.000,  1.000,3,  0.005,2,10,10p15.2,3179922,3214999,-,,,Q5JRX3,41,10,,,,""PREP_HUMAN Presequence protease, mitochondrial OS=Homo sapiens GN=PITRM1 PE=1 SV=2"",Homo sapiens";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O75976,C,canonical,  1.000,  1.000,38,  0.045,5,17,17q11.2,28705942,28796730,+,,,O75976,42,1,,,,CBPD_HUMAN Carboxypeptidase D OS=Homo sapiens GN=CPD PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P43652,C,canonical,  1.000,  1.000,14263, 33.963,106,4,4q13.3,74347400,74369691,+,,,P43652,43,1,,,,AFAM_HUMAN Afamin OS=Homo sapiens GN=AFM PE=1 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P02771,C,canonical,  1.000,  1.000,108,  0.279,3,4,4q13.3,74301964,74321460,+,,,P02771,44,2,,,,FETA_HUMAN Alpha-fetoprotein OS=Homo sapiens GN=AFP PE=1 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P10720,C,canonical,  1.000,  1.000,2305, 34.761,12,4,4q13.3,74718906,74719872,+,,,P10720,45,1,,,,PF4V_HUMAN Platelet factor 4 variant OS=Homo sapiens GN=PF4V1 PE=1 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O95727,C,canonical,  1.000,  1.000,80,  0.381,6,11,11q24.1,122709208,122743347,+,,,O95727,46,1,,,,CRTAM_HUMAN Cytotoxic and regulatory T-cell molecule OS=Homo sapiens GN=CRTAM PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q14242,C,canonical,  1.000,  1.000,37,  0.258,2,12,12q24.11,109016605,109025854,-,,,Q14242,47,5,,,,SELPL_HUMAN P-selectin glycoprotein ligand 1 OS=Homo sapiens GN=SELPLG PE=1 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P08493,C,canonical,  1.000,  1.000,65,  1.176,3,12,12p12.3,15034832,15038791,-,,,P08493,48,2,,,,MGP_HUMAN Matrix Gla protein OS=Homo sapiens GN=MGP PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q99519,C,canonical,  1.000,  1.000,6,  0.024,2,HSCHR6_MHC_QBL,HSCHR6_MHC_QBLp21.33,31817223,31821077,-,,,Q99519,49,2,,,,NEUR1_HUMAN Sialidase-1 OS=Homo sapiens GN=NEU1 PE=1 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O43598,C,canonical,  1.000,  1.000,25,  0.226,4,6,6p21.1,43193367,43197222,-,,,O43598,50,3,,,,RCL_HUMAN Deoxyribonucleoside 5'-monophosphate N-glycosidase OS=Homo sapiens GN=RCL PE=1 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q16819,C,canonical,  1.000,  1.000,38,  0.093,3,6,6p12.3,46761127,46807515,+,,,Q16819,51,3,,,,MEP1A_HUMAN Meprin A subunit alpha OS=Homo sapiens GN=MEP1A PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q9NPG4,C,canonical,  1.000,  1.000,19,  0.031,3,5,5q31.3,141323150,141338627,-,,,Q9NPG4,52,2,,,,PCD12_HUMAN Protocadherin-12 OS=Homo sapiens GN=PCDH12 PE=2 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q96EP5,C,canonical,  1.000,  1.000,97,  0.731,3,19,19p13.3,1407584,1435683,+,,,Q96EP5,53,2,,,,DAZP1_HUMAN DAZ-associated protein 1 OS=Homo sapiens GN=DAZAP1 PE=1 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P63313,C,canonical,  1.000,  1.000,71,  3.212,7,2,2p11.2,85132749,85133795,+,,,P63313,54,1,,,,TYB10_HUMAN Thymosin beta-10 OS=Homo sapiens GN=TMSB10 PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q9Y3B4,C,canonical,  1.000,  1.000,2,  0.023,2,2,2p21,0,0, ,,,Q9Y3B4,55,1,,,,PM14_HUMAN Pre-mRNA branch site protein p14 OS=Homo sapiens GN=SF3B14 PE=1 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P62841,C,canonical,  1.000,  1.000,5,  0.075,2,19,19p13.3,1438363,1440492,+,,,P62841,56,1,,,,RS15_HUMAN 40S ribosomal protein S15 OS=Homo sapiens GN=RPS15 PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q9Y3R4,C,canonical,  1.000,  1.000,5,  0.024,2,2,2q37.1,233897382,233899767,+,,,Q9Y3R4,57,1,,,,NEUR2_HUMAN Sialidase-2 OS=Homo sapiens GN=NEU2 PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q15435,C,canonical,  1.000,  1.000,8,  0.034,2,2,2q37.3,242089437,242123067,+,,,Q15435,58,9,,,,PP1R7_HUMAN Protein phosphatase 1 regulatory subunit 7 OS=Homo sapiens GN=PPP1R7 PE=1 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P24158,C,canonical,  1.000,  1.000,12,  0.109,2,19,19p13.3,840985,848175,+,,,P24158,59,2,,,,PRTN3_HUMAN Myeloblastin OS=Homo sapiens GN=PRTN3 PE=1 SV=3,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P35270,C,canonical,  1.000,  1.000,6,  0.036,2,2,2p13.2,73114489,73119287,+,,,P35270,60,2,,,,SPRE_HUMAN Sepiapterin reductase OS=Homo sapiens GN=SPR PE=1 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P49591,C,canonical,  1.000,  1.000,3,  0.010,2,1,1p13.3,109756540,109780742,+,,,P49591,61,2,,,,""SYSC_HUMAN Serine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=SARS PE=1 SV=3"",Homo sapiens";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O95841,C,canonical,  1.000,  1.000,5,  0.017,2,1,1q25.2,178818840,178840187,-,,,O95841,62,3,,,,ANGL1_HUMAN Angiopoietin-related protein 1 OS=Homo sapiens GN=ANGPTL1 PE=2 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P14151,C,canonical,  1.000,  1.000,19920,150.204,43,1,1q24.2,169659808,169680839,-,,,P14151,63,2,,,,LYAM1_HUMAN L-selectin OS=Homo sapiens GN=SELL PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q9BWP8,C,canonical,  1.000,  1.000,341,  2.373,8,2,2p25.3,3642639,3692048,+,,,Q9BWP8,64,11,,,,COL11_HUMAN Collectin-11 OS=Homo sapiens GN=COLEC11 PE=1 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P07311,C,canonical,  1.000,  1.000,10,  0.113,2,14,14q24.3,75519924,75530752,-,,,P07311,65,2,,,,ACYP1_HUMAN Acylphosphatase-1 OS=Homo sapiens GN=ACYP1 PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P04040,C,canonical,  1.000,  1.000,8242, 24.859,48,11,11p13,34460472,34493609,+,,,P04040,66,2,,,,CATA_HUMAN Catalase OS=Homo sapiens GN=CAT PE=1 SV=3,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O94933,C,canonical,  1.000,  1.000,50,  0.103,5,3,3q26.1,164904510,164914640,-,,,O94933,67,1,,,,SLIK3_HUMAN SLIT and NTRK-like protein 3 OS=Homo sapiens GN=SLITRK3 PE=2 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P53621,C,canonical,  1.000,  1.000,7,  0.009,5,1,1q23.2,160259063,160313190,-,,,P53621,68,2,,,,COPA_HUMAN Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P08476,C,canonical,  1.000,  1.000,26,  0.087,8,7,7p14.1,41724712,41742706,-,,,P08476,69,1,,,,INHBA_HUMAN Inhibin beta A chain OS=Homo sapiens GN=INHBA PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P10124,C,canonical,  1.000,  1.000,166,  3.004,10,10,10q22.1,70847874,70864567,+,,,P10124,70,1,,,,SRGN_HUMAN Serglycin OS=Homo sapiens GN=SRGN PE=1 SV=3,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P48960,C,canonical,  1.000,  1.000,19,  0.048,5,19,19p13.12,14492213,14519531,+,,,P48960,71,6,,,,CD97_HUMAN CD97 antigen OS=Homo sapiens GN=CD97 PE=1 SV=4,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q03692,C,canonical,  1.000,  1.000,7,  0.018,2,6,6q22.1,116440086,116447296,-,,,Q03692,72,1,,,,COAA1_HUMAN Collagen alpha-1(X) chain OS=Homo sapiens GN=COL10A1 PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P19957,C,canonical,  1.000,  1.000,84,  1.267,4,20,20q13.12,43803517,43805185,+,,,P19957,73,1,,,,ELAF_HUMAN Elafin OS=Homo sapiens GN=PI3 PE=1 SV=3,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P56381,C,canonical,  1.000,  1.000,2,  0.060,2,20,20q13.32,57600522,57607437,-,,,P56381,74,2,,,,""ATP5E_HUMAN ATP synthase subunit epsilon, mitochondrial OS=Homo sapiens GN=ATP5E PE=1 SV=2"",Homo sapiens";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O95274,C,canonical,  1.000,  1.000,208,  1.107,6,19,19q13.31,43964946,43969831,-,,,O95274,75,3,,,,LYPD3_HUMAN Ly6/PLAUR domain-containing protein 3 OS=Homo sapiens GN=LYPD3 PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P50552,C,canonical,  1.000,  1.000,199,  0.948,18,19,19q13.32,46010688,46030236,+,,,P50552,76,1,,,,VASP_HUMAN Vasodilator-stimulated phosphoprotein OS=Homo sapiens GN=VASP PE=1 SV=3,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q969V3,C,canonical,  1.000,  1.000,3,  0.009,2,19,19p13.3,3185875,3209572,+,,,Q969V3,77,2,,,,NCLN_HUMAN Nicalin OS=Homo sapiens GN=NCLN PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P55000,C,canonical,  1.000,  1.000,60,  1.086,3,8,8q24.3,143822362,143823829,-,,,P55000,78,1,,,,SLUR1_HUMAN Secreted Ly-6/uPAR-related protein 1 OS=Homo sapiens GN=SLURP1 PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P02808,C,canonical,  1.000,  1.000,119,  5.384,8,4,4q13.3,70861647,70868170,+,,,P02808,79,1,,,,STAT_HUMAN Statherin OS=Homo sapiens GN=STATH PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P35475,C,canonical,  1.000,  1.000,8,  0.020,2,4,4p16.3,980785,998294,+,,,P35475,80,3,,,,IDUA_HUMAN Alpha-L-iduronidase OS=Homo sapiens GN=IDUA PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P34810,C,canonical,  1.000,  1.000,52,  0.428,2,17,17p13.1,7482922,7485431,+,,,P34810,81,4,,,,CD68_HUMAN Macrosialin OS=Homo sapiens GN=CD68 PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P49257,C,canonical,  1.000,  1.000,242,  0.876,15,18,18q21.32,56995055,57026503,-,,,P49257,82,2,,,,LMAN1_HUMAN Protein ERGIC-53 OS=Homo sapiens GN=LMAN1 PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P02654,C,canonical,  1.000,  1.000,20193,456.788,44,19,19q13.32,45417921,45422606,+,,,P02654,83,1,,,,APOC1_HUMAN Apolipoprotein C-I OS=Homo sapiens GN=APOC1 PE=1 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q9BX97,C,canonical,  1.000,  1.000,8,  0.031,2,19,19p13.11,17462264,17488148,-,,,Q9BX97,84,1,,,,PLVAP_HUMAN Plasmalemma vesicle-associated protein OS=Homo sapiens GN=PLVAP PE=2 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q10589,C,canonical,  1.000,  1.000,17,  0.154,2,19,19p13.11,17513748,17516457,-,,,Q10589,85,3,,,,BST2_HUMAN Bone marrow stromal antigen 2 OS=Homo sapiens GN=BST2 PE=1 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q99988,C,canonical,  1.000,  1.000,21,  0.106,6,19,19p13.11,18496968,18499986,+,,,Q99988,86,4,,,,GDF15_HUMAN Growth/differentiation factor 15 OS=Homo sapiens GN=GDF15 PE=1 SV=3,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P02008,C,canonical,  1.000,  1.000,190,  1.563,10,16,16p13.3,202686,204502,+,,,P02008,87,1,,,,HBAZ_HUMAN Hemoglobin subunit zeta OS=Homo sapiens GN=HBZ PE=1 SV=2,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q13263,C,canonical,  1.000,  1.000,5,  0.012,3,19,19q13.43,59055836,59062082,+,,,Q13263,88,2,,,,TIF1B_HUMAN Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q9UPT8,C,canonical,  1.000,  1.000,7,  0.013,2,19,19q13.32,47567449,47617009,-,,,Q9UPT8,89,1,,,,ZC3H4_HUMAN Zinc finger CCCH domain-containing protein 4 OS=Homo sapiens GN=ZC3H4 PE=1 SV=3,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q8NI99,C,canonical,  1.000,  1.000,23,  0.080,7,19,19p13.2,10203013,10213425,-,,,Q8NI99,90,1,,,,ANGL6_HUMAN Angiopoietin-related protein 6 OS=Homo sapiens GN=ANGPTL6 PE=1 SV=1,Homo sapiens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
