Q9NS69,C,canonical,  1.000,  1.000,3,  4.231,2,22,22q13.1,39077953,39080818,+,,,Q9NS69,10,1,,,,TOM22_HUMAN Mitochondrial import receptor subunit TOM22 homolog OS=Homo sapiens GN=TOMM22 PE=1 SV=3,Homo sapiens;;;;;;;;
Q00688,C,canonical,  1.000,  1.000,3,  2.468,3,14,14q21.2,45584803,45604522,-,,,Q00688,11,1,,,,FKBP3_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens GN=FKBP3 PE=1 SV=1,Homo sapiens;;;;;;;;
O95433,C,canonical,  1.000,  1.000,4,  1.795,2,14,14q24.3,77924373,77935817,+,,,O95433,12,5,,,,AHSA1_HUMAN Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens GN=AHSA1 PE=1 SV=1,Homo sapiens;;;;;;;;
Q9H444,C,canonical,  1.000,  1.000,3,  2.278,2,20,20q11.22,32399110,32442172,+,,,Q9H444,13,1,,,,CHM4B_HUMAN Charged multivesicular body protein 4b OS=Homo sapiens GN=CHMP4B PE=1 SV=1,Homo sapiens;;;;;;;;
Q9UHG2,C,canonical,  1.000,  1.000,26, 21.388,4,X,Xp11.23,48689504,48694035,-,,,Q9UHG2,14,1,,,,PCSK1_HUMAN ProSAAS OS=Homo sapiens GN=PCSK1N PE=1 SV=1,Homo sapiens;;;;;;;;
Q15006,C,canonical,  1.000,  1.000,4,  2.632,2,8,8q23.1,109455853,109499141,+,,,Q15006,15,1,,,,TTC35_HUMAN Tetratricopeptide repeat protein 35 OS=Homo sapiens GN=TTC35 PE=1 SV=1,Homo sapiens;;;;;;;;
Q13011,C,canonical,  1.000,  1.000,29, 15.904,9,19,19q13.2,39306068,39322497,-,,,Q13011,16,1,,,,""ECH1_HUMAN Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Homo sapiens GN=ECH1 PE=1 SV=2"",Homo sapiens";;;;;;;;
P22087,C,canonical,  1.000,  1.000,5,  2.468,2,19,19q13.2,40325094,40337054,-,,,P22087,17,1,,,,FBRL_HUMAN rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens GN=FBL PE=1 SV=2,Homo sapiens;;;;;;;;
P51693,C,canonical,  1.000,  1.000,4,  1.197,3,19,19q13.12,36359401,36370699,+,,,P51693,18,3,,,,APLP1_HUMAN Amyloid-like protein 1 OS=Homo sapiens GN=APLP1 PE=1 SV=3,Homo sapiens;;;;;;;;
Q9UMF0,C,canonical,  1.000,  1.000,17,  3.729,10,19,19p13.2,10400655,10407453,+,,,Q9UMF0,19,2,,,,ICAM5_HUMAN Intercellular adhesion molecule 5 OS=Homo sapiens GN=ICAM5 PE=1 SV=3,Homo sapiens;;;;;;;;
Q16543,C,canonical,  1.000,  1.000,3,  1.974,2,19,19p13.2,10501809,10514271,-,,,Q16543,20,1,,,,CDC37_HUMAN Hsp90 co-chaperone Cdc37 OS=Homo sapiens GN=CDC37 PE=1 SV=1,Homo sapiens;;;;;;;;
P49840,C,canonical,  1.000,  1.000,3,  1.346,2,19,19q13.2,42734338,42746745,-,,,P49840,21,3,,,,GSK3A_HUMAN Glycogen synthase kinase-3 alpha OS=Homo sapiens GN=GSK3A PE=1 SV=2,Homo sapiens;;;;;;;;
Q8NFZ8,C,canonical,  1.000,  1.000,8,  4.387,4,19,19q13.31,44126522,44143991,-,,,Q8NFZ8,22,1,,,,CADM4_HUMAN Cell adhesion molecule 4 OS=Homo sapiens GN=CADM4 PE=1 SV=1,Homo sapiens;;;;;;;;
P26012,C,canonical,  1.000,  1.000,3,  0.689,2,7,7p21.1,20370746,20450419,+,,,P26012,23,2,,,,ITB8_HUMAN Integrin beta-8 OS=Homo sapiens GN=ITGB8 PE=1 SV=1,Homo sapiens;;;;;;;;
Q9Y3D6,C,canonical,  1.000,  1.000,3,  4.231,2,7,7q22.1,100882893,100888366,-,,,Q9Y3D6,24,1,,,,FIS1_HUMAN Mitochondrial fission 1 protein OS=Homo sapiens GN=FIS1 PE=1 SV=2,Homo sapiens;;;;;;;;
Q9BWM7,C,canonical,  1.000,  1.000,19,  9.378,11,10,10q24.31,102790996,102800997,+,,,Q9BWM7,25,4,,,,SFXN3_HUMAN Sideroflexin-3 OS=Homo sapiens GN=SFXN3 PE=2 SV=2,Homo sapiens;;;;;;;;
Q96AG4,C,canonical,  1.000,  1.000,5,  3.526,3,17,17q21.33,48458599,48474914,-,,,Q96AG4,26,1,,,,LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens GN=LRRC59 PE=1 SV=1,Homo sapiens;;;;;;;;
Q9ULR3,C,canonical,  1.000,  1.000,2,  0.790,2,12,12q14.1,63038367,63328817,-,,,Q9ULR3,27,1,,,,PPM1H_HUMAN Protein phosphatase 1H OS=Homo sapiens GN=PPM1H PE=1 SV=2,Homo sapiens;;;;;;;;
Q9NQE9,C,canonical,  1.000,  1.000,10, 10.968,5,6,6q22.32,126277927,126301387,+,,,Q9NQE9,28,1,,,,HINT3_HUMAN Histidine triad nucleotide-binding protein 3 OS=Homo sapiens GN=HINT3 PE=1 SV=1,Homo sapiens;;;;;;;;
Q9NPJ3,C,canonical,  1.000,  1.000,11, 18.098,3,6,6p22.3,24667299,24701942,+,,,Q9NPJ3,29,2,,,,ACO13_HUMAN Acyl-coenzyme A thioesterase 13 OS=Homo sapiens GN=ACOT13 PE=1 SV=1,Homo sapiens;;;;;;;;
Q92506,C,canonical,  1.000,  1.000,10,  7.051,5,HSCHR6_MHC_QBL,HSCHR6_MHC_QBLp21.32,33101245,33103438,+,,,Q92506,30,1,,,,DHB8_HUMAN Estradiol 17-beta-dehydrogenase 8 OS=Homo sapiens GN=HSD17B8 PE=1 SV=2,Homo sapiens;;;;;;;;
O43598,C,canonical,  1.000,  1.000,5,  4.936,2,6,6p21.1,43193367,43197222,-,,,O43598,31,3,,,,RCL_HUMAN Deoxyribonucleoside 5'-monophosphate N-glycosidase OS=Homo sapiens GN=RCL PE=1 SV=1,Homo sapiens;;;;;;;;
P54136,C,canonical,  1.000,  1.000,6,  1.519,5,5,5q34,167913450,167946304,+,,,P54136,32,3,,,,""SYRC_HUMAN Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2"",Homo sapiens";;;;;;;;
P02788,C,canonical,  1.000,  1.000,4,  0.858,2,3,3p21.31,46477136,46506653,-,,,P02788,33,8,,,,TRFL_HUMAN Lactotransferrin OS=Homo sapiens GN=LTF PE=1 SV=6,Homo sapiens;;;;;;;;
Q9Y3A3,C,canonical,  1.000,  1.000,8,  7.179,3,2,2q33.1,198380295,198418423,+,,,Q9Y3A3,34,4,,,,PHOCN_HUMAN MOB-like protein phocein OS=Homo sapiens GN=MOB4 PE=1 SV=1,Homo sapiens;;;;;;;;
P49591,C,canonical,  1.000,  1.000,7,  2.559,2,1,1p13.3,109756540,109780742,+,,,P49591,35,2,,,,""SYSC_HUMAN Serine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=SARS PE=1 SV=3"",Homo sapiens";;;;;;;;
Q3ZCW2,C,canonical,  1.000,  1.000,7,  6.282,5,2,2p14,64681613,64688515,+,,,Q3ZCW2,36,1,,,,LEGL_HUMAN Galectin-related protein OS=Homo sapiens GN=LGALSL PE=1 SV=2,Homo sapiens;;;;;;;;
P04040,C,canonical,  1.000,  1.000,19,  6.252,10,11,11p13,34460472,34493609,+,,,P04040,37,2,,,,CATA_HUMAN Catalase OS=Homo sapiens GN=CAT PE=1 SV=3,Homo sapiens;;;;;;;;
P53621,C,canonical,  1.000,  1.000,5,  0.686,4,1,1q23.2,160259063,160313190,-,,,P53621,38,2,,,,COPA_HUMAN Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2,Homo sapiens;;;;;;;;
Q9UL26,C,canonical,  1.000,  1.000,9,  7.404,6,20,20q13.32,56884752,56942563,+,,,Q9UL26,39,1,,,,RB22A_HUMAN Ras-related protein Rab-22A OS=Homo sapiens GN=RAB22A PE=1 SV=2,Homo sapiens;;;;;;;;
P04632,C,canonical,  1.000,  1.000,11,  9.049,4,19,19q13.12,36630918,36641254,+,,,P04632,40,1,,,,CPNS1_HUMAN Calpain small subunit 1 OS=Homo sapiens GN=CAPNS1 PE=1 SV=1,Homo sapiens;;;;;;;;
Q9UBT2,C,canonical,  1.000,  1.000,2,  0.637,2,19,19q13.11,34919268,34960795,+,,,Q9UBT2,41,3,,,,SAE2_HUMAN SUMO-activating enzyme subunit 2 OS=Homo sapiens GN=UBA2 PE=1 SV=2,Homo sapiens;;;;;;;;
P23515,C,canonical,  1.000,  1.000,15,  6.731,5,17,17q11.2,29621665,29624349,-,,,P23515,42,1,,,,OMGP_HUMAN Oligodendrocyte-myelin glycoprotein OS=Homo sapiens GN=OMG PE=1 SV=2,Homo sapiens;;;;;;;;
Q9UBQ5,C,canonical,  1.000,  1.000,4,  3.291,2,19,19q13.2,39109722,39127595,+,,,Q9UBQ5,43,2,,,,EIF3K_HUMAN Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens GN=EIF3K PE=1 SV=1,Homo sapiens;;;;;;;;
P30711,C,canonical,  1.000,  1.000,2,  1.645,2,22,22q11.23,24376133,24384284,-,,,P30711,44,4,,,,GSTT1_HUMAN Glutathione S-transferase theta-1 OS=Homo sapiens GN=GSTT1 PE=1 SV=4,Homo sapiens;;;;;;;;
P53618,C,canonical,  1.000,  1.000,3,  0.592,2,11,11p15.2,14479052,14521398,-,,,P53618,45,2,,,,COPB_HUMAN Coatomer subunit beta OS=Homo sapiens GN=COPB1 PE=1 SV=3,Homo sapiens;;;;;;;;
O43678,C,canonical,  1.000,  1.000,3,  4.936,2,5,5q31.3,140024870,140027370,-,,,O43678,46,1,,,,NDUA2_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Homo sapiens GN=NDUFA2 PE=1 SV=3,Homo sapiens;;;;;;;;
P51911,C,canonical,  1.000,  1.000,3,  1.974,2,19,19p13.2,11649579,11661138,+,,,P51911,47,3,,,,CNN1_HUMAN Calponin-1 OS=Homo sapiens GN=CNN1 PE=1 SV=2,Homo sapiens;;;;;;;;
P09661,C,canonical,  1.000,  1.000,4,  3.590,2,15,15q26.3,101821715,101835456,-,,,P09661,48,3,,,,RU2A_HUMAN U2 small nuclear ribonucleoprotein A' OS=Homo sapiens GN=SNRPA1 PE=1 SV=2,Homo sapiens;;;;;;;;
Q9Y4E6,C,canonical,  1.000,  1.000,7,  0.934,3,18,18q21.31,54318616,54698828,+,,,Q9Y4E6,49,2,,,,WDR7_HUMAN WD repeat-containing protein 7 OS=Homo sapiens GN=WDR7 PE=2 SV=2,Homo sapiens;;;;;;;;
Q684P5,C,canonical,  1.000,  1.000,3,  0.846,2,17,17p13.3,2699732,2941033,+,,,Q684P5,50,4,,,,RPGP2_HUMAN Rap1 GTPase-activating protein 2 OS=Homo sapiens GN=RAP1GAP2 PE=1 SV=2,Homo sapiens;;;;;;;;
Q9NS86,C,canonical,  1.000,  1.000,10,  4.487,5,7,7p11.2,55433141,55501435,+,,,Q9NS86,51,1,,,,LANC2_HUMAN LanC-like protein 2 OS=Homo sapiens GN=LANCL2 PE=1 SV=1,Homo sapiens;;;;;;;;
P84243,C,canonical,  1.000,  1.000,8, 15.794,3,17,17q25.1,73772517,73775860,-,,,P84243,52,3,,,,H33_HUMAN Histone H3.3 OS=Homo sapiens GN=H3F3A PE=1 SV=2,Homo sapiens;;;;;;;;
Q9BRK0,C,canonical,  1.000,  1.000,2,  1.234,2,5,5q31.2,137774776,137782658,+,,,Q9BRK0,53,3,,,,REEP2_HUMAN Receptor expression-enhancing protein 2 OS=Homo sapiens GN=REEP2 PE=2 SV=2,Homo sapiens;;;;;;;;
P02743,C,canonical,  1.000,  1.000,6,  5.384,3,1,1q23.2,159557615,159558655,+,,,P02743,54,1,,,,SAMP_HUMAN Serum amyloid P-component OS=Homo sapiens GN=APCS PE=1 SV=2,Homo sapiens;;;;;;;;
Q9BQ69,C,canonical,  1.000,  1.000,7,  4.936,3,11,11q13.1,63766030,63933533,-,,,Q9BQ69,55,1,,,,MACD1_HUMAN O-acetyl-ADP-ribose deacetylase MACROD1 OS=Homo sapiens GN=MACROD1 PE=1 SV=2,Homo sapiens;;;;;;;;
Q02413,C,canonical,  1.000,  1.000,12,  2.575,6,18,18q12.1,28898052,28936992,+,,,Q02413,56,1,,,,DSG1_HUMAN Desmoglein-1 OS=Homo sapiens GN=DSG1 PE=1 SV=2,Homo sapiens;;;;;;;;
Q08554,C,canonical,  1.000,  1.000,11,  2.262,7,18,18q12.1,28709199,28742819,-,,,Q08554,57,3,,,,DSC1_HUMAN Desmocollin-1 OS=Homo sapiens GN=DSC1 PE=1 SV=2,Homo sapiens;;;;;;;;
P10606,C,canonical,  1.000,  1.000,16, 19.743,6,2,2q11.2,98262503,98264846,+,,,P10606,58,1,,,,""COX5B_HUMAN Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens GN=COX5B PE=1 SV=2"",Homo sapiens";;;;;;;;
O43674,C,canonical,  1.000,  1.000,3,  2.961,2,3,3q26.33,179322490,179342285,+,,,O43674,59,6,,,,""NDUB5_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial OS=Homo sapiens GN=NDUFB5 PE=1 SV=1"",Homo sapiens";;;;;;;;
Q9NYU2,C,canonical,  1.000,  1.000,8,  1.026,6,2,2q14.3,128848885,128953251,+,,,Q9NYU2,60,2,,,,UGGG1_HUMAN UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens GN=UGGT1 PE=1 SV=3,Homo sapiens;;;;;;;;
Q99436,C,canonical,  1.000,  1.000,3,  2.278,2,9,9q33.3,127115745,127177718,-,,,Q99436,61,1,,,,PSB7_HUMAN Proteasome subunit beta type-7 OS=Homo sapiens GN=PSMB7 PE=1 SV=1,Homo sapiens;;;;;;;;
Q9BPX5,C,canonical,  1.000,  1.000,9,  9.872,4,9,9q33.3,127631484,127639996,+,,,Q9BPX5,62,1,,,,ARP5L_HUMAN Actin-related protein 2/3 complex subunit 5-like protein OS=Homo sapiens GN=ARPC5L PE=1 SV=1,Homo sapiens;;;;;;;;
Q9BX68,C,canonical,  1.000,  1.000,4,  3.590,2,9,9p13.3,35812957,35815018,-,,,Q9BX68,63,1,,,,""HINT2_HUMAN Histidine triad nucleotide-binding protein 2, mitochondrial OS=Homo sapiens GN=HINT2 PE=1 SV=1"",Homo sapiens";;;;;;;;
P36405,C,canonical,  1.000,  1.000,8,  7.179,4,10,10q24.32,104436315,104474164,-,,,P36405,64,1,,,,ARL3_HUMAN ADP-ribosylation factor-like protein 3 OS=Homo sapiens GN=ARL3 PE=1 SV=2,Homo sapiens;;;;;;;;
P54578,C,canonical,  1.000,  1.000,10,  3.797,5,18,18p11.32,158483,213739,+,,,P54578,65,4,,,,UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens GN=USP14 PE=1 SV=3,Homo sapiens;;;;;;;;
O00231,C,canonical,  1.000,  1.000,8,  2.925,3,17,17q11.2,30771502,30809398,+,,,O00231,66,2,,,,PSD11_HUMAN 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens GN=PSMD11 PE=1 SV=3,Homo sapiens;;;;;;;;
O14775,C,canonical,  1.000,  1.000,4,  1.880,2,15,15q21.2,52413117,52483566,-,,,O14775,67,5,,,,GBB5_HUMAN Guanine nucleotide-binding protein subunit beta-5 OS=Homo sapiens GN=GNB5 PE=1 SV=2,Homo sapiens;;;;;;;;
Q9UQ03,C,canonical,  1.000,  1.000,4,  1.579,2,15,15q23,68871308,69020145,+,,,Q9UQ03,68,2,,,,COR2B_HUMAN Coronin-2B OS=Homo sapiens GN=CORO2B PE=2 SV=4,Homo sapiens;;;;;;;;
Q15382,C,canonical,  1.000,  1.000,3,  2.961,2,7,7q36.1,151163098,151217010,-,,,Q15382,69,2,,,,RHEB_HUMAN GTP-binding protein Rheb OS=Homo sapiens GN=RHEB PE=1 SV=1,Homo sapiens;;;;;;;;
Q92900,C,canonical,  1.000,  1.000,5,  0.837,2,19,19p13.11,18942744,18979038,+,,,Q92900,70,2,,,,RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens GN=UPF1 PE=1 SV=2,Homo sapiens;;;;;;;;
Q13332,C,canonical,  1.000,  1.000,8,  0.868,4,19,19p13.3,5205519,5340814,-,,,Q13332,71,19,,,,PTPRS_HUMAN Receptor-type tyrosine-protein phosphatase S OS=Homo sapiens GN=PTPRS PE=1 SV=3,Homo sapiens;;;;;;;;
Q16204,C,canonical,  1.000,  1.000,3,  1.234,2,10,10q21.2,61548521,61666414,-,,,Q16204,72,3,,,,CCDC6_HUMAN Coiled-coil domain-containing protein 6 OS=Homo sapiens GN=CCDC6 PE=1 SV=2,Homo sapiens;;;;;;;;
Q9Y2I8,C,canonical,  1.000,  1.000,11,  3.744,4,10,10p15.3,1102798,1178110,+,,,Q9Y2I8,73,5,,,,WDR37_HUMAN WD repeat-containing protein 37 OS=Homo sapiens GN=WDR37 PE=2 SV=2,Homo sapiens;;;;;;;;
P52907,C,canonical,  1.000,  1.000,12,  9.112,7,1,1p13.2,113161795,113214241,+,,,P52907,74,2,,,,CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens GN=CAPZA1 PE=1 SV=3,Homo sapiens;;;;;;;;
P54920,C,canonical,  1.000,  1.000,27, 14.807,15,19,19q13.32,47990891,48018497,-,,,P54920,75,1,,,,SNAA_HUMAN Alpha-soluble NSF attachment protein OS=Homo sapiens GN=NAPA PE=1 SV=3,Homo sapiens;;;;;;;;
Q15717,C,canonical,  1.000,  1.000,6,  3.702,3,19,19p13.2,8028043,8067087,-,,,Q15717,76,2,,,,ELAV1_HUMAN ELAV-like protein 1 OS=Homo sapiens GN=ELAVL1 PE=1 SV=2,Homo sapiens;;;;;;;;
P78357,C,canonical,  1.000,  1.000,38,  5.359,20,17,17q21.2,40834632,40852010,+,,,P78357,77,1,,,,CNTP1_HUMAN Contactin-associated protein 1 OS=Homo sapiens GN=CNTNAP1 PE=1 SV=1,Homo sapiens;;;;;;;;
P26639,C,canonical,  1.000,  1.000,4,  0.897,4,5,5p13.3,33440882,33469644,+,,,P26639,78,5,,,,""SYTC_HUMAN Threonine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=TARS PE=1 SV=3"",Homo sapiens";;;;;;;;
P29972,C,canonical,  1.000,  1.000,3,  3.291,2,7,7p14.3,30951470,30965131,+,,,P29972,79,10,,,,AQP1_HUMAN Aquaporin-1 OS=Homo sapiens GN=AQP1 PE=1 SV=3,Homo sapiens;;;;;;;;
P53004,C,canonical,  1.000,  1.000,9,  5.226,3,7,7p13,43798279,43846938,+,,,P53004,80,1,,,,BIEA_HUMAN Biliverdin reductase A OS=Homo sapiens GN=BLVRA PE=1 SV=2,Homo sapiens;;;;;;;;
Q9P0K1,C,canonical,  1.000,  1.000,4,  0.823,2,7,7q21.12,87563702,87825897,+,,,Q9P0K1,81,10,,,,ADA22_HUMAN Disintegrin and metalloproteinase domain-containing protein 22 OS=Homo sapiens GN=ADAM22 PE=1 SV=1,Homo sapiens;;;;;;;;
Q9Y4W6,C,canonical,  1.000,  1.000,10,  2.057,8,18,18p11.21,12328943,12377251,-,,,Q9Y4W6,82,2,,,,AFG32_HUMAN AFG3-like protein 2 OS=Homo sapiens GN=AFG3L2 PE=1 SV=2,Homo sapiens;;;;;;;;
Q15084,C,canonical,  1.000,  1.000,8,  4.156,6,2,2p25.1,10923517,10952970,-,,,Q15084,83,5,,,,PDIA6_HUMAN Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6 PE=1 SV=1,Homo sapiens;;;;;;;;
Q9Y6G9,C,canonical,  1.000,  1.000,8,  2.723,4,3,3p22.3,32567463,32612366,-,,,Q9Y6G9,84,2,,,,DC1L1_HUMAN Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens GN=DYNC1LI1 PE=1 SV=3,Homo sapiens;;;;;;;;
Q6DN90,C,canonical,  1.000,  1.000,11,  2.049,4,3,3p25.2,12938719,13009168,-,,,Q6DN90,85,7,,,,IQEC1_HUMAN IQ motif and SEC7 domain-containing protein 1 OS=Homo sapiens GN=IQSEC1 PE=1 SV=1,Homo sapiens;;;;;;;;
P02774,C,canonical,  1.000,  1.000,3,  1.058,2,4,4q13.3,72607410,72650079,-,,,P02774,86,6,,,,VTDB_HUMAN Vitamin D-binding protein OS=Homo sapiens GN=GC PE=1 SV=1,Homo sapiens;;;;;;;;
Q8N5K1,C,canonical,  1.000,  1.000,4,  4.387,2,4,4q24,103790135,103810399,+,,,Q8N5K1,87,2,,,,CISD2_HUMAN CDGSH iron-sulfur domain-containing protein 2 OS=Homo sapiens GN=CISD2 PE=1 SV=1,Homo sapiens;;;;;;;;
Q9NX14,C,canonical,  1.000,  1.000,3,  2.961,2,X,Xp11.23,47001619,47004437,-,,,Q9NX14,88,5,,,,""NDUBB_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Homo sapiens GN=NDUFB11 PE=1 SV=1"",Homo sapiens";;;;;;;;
Q14515,C,canonical,  1.000,  1.000,4,  1.128,2,4,4q22.1,88394487,88450656,-,,,Q14515,89,5,,,,SPRL1_HUMAN SPARC-like protein 1 OS=Homo sapiens GN=SPARCL1 PE=1 SV=2,Homo sapiens;;;;;;;;
P04216,C,canonical,  1.000,  1.000,30, 42.307,8,11,11q23.3,119288090,119294838,-,,,P04216,90,5,,,,THY1_HUMAN Thy-1 membrane glycoprotein OS=Homo sapiens GN=THY1 PE=1 SV=2,Homo sapiens;;;;;;;;
Q92686,C,canonical,  1.000,  1.000,13, 42.777,2,11,11q24.2,124609829,124617102,+,,,Q92686,91,1,,,,NEUG_HUMAN Neurogranin OS=Homo sapiens GN=NRGN PE=1 SV=1,Homo sapiens;;;;;;;;
P42765,C,canonical,  1.000,  1.000,18,  8.884,8,18,18q21.1,47309869,47340273,-,,,P42765,92,2,,,,""THIM_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens GN=ACAA2 PE=1 SV=2"",Homo sapiens";;;;;;;;
P61758,C,canonical,  1.000,  1.000,3,  1.974,2,X,Xq28,154444643,154468098,+,,,P61758,93,3,,,,PFD3_HUMAN Prefoldin subunit 3 OS=Homo sapiens GN=VBP1 PE=1 SV=3,Homo sapiens;;;;;;;;
P62805,C,canonical,  1.000,  1.000,30, 49.358,8,6,6p22.2,26281283,26285762,-,,,P62805,94,1,,,,H4_HUMAN Histone H4 OS=Homo sapiens GN=HIST1H4A PE=1 SV=2,Homo sapiens;;;;;;;;
P28070,C,canonical,  1.000,  1.000,3,  2.468,2,1,1q21.3,151372010,151374420,+,,,P28070,95,1,,,,PSB4_HUMAN Proteasome subunit beta type-4 OS=Homo sapiens GN=PSMB4 PE=1 SV=4,Homo sapiens;;;;;;;;
Q9BW30,C,canonical,  1.000,  1.000,6,  5.384,2,16,16q22.1,67423728,67427421,-,,,Q9BW30,96,1,,,,TPPP3_HUMAN Tubulin polymerization-promoting protein family member 3 OS=Homo sapiens GN=TPPP3 PE=1 SV=1,Homo sapiens;;;;;;;;
P04080,C,canonical,  1.000,  1.000,16, 31.589,5,21,21q22.3,45192393,45196326,-,,,P04080,97,1,,,,CYTB_HUMAN Cystatin-B OS=Homo sapiens GN=CSTB PE=1 SV=2,Homo sapiens;;;;;;;;
O95571,C,canonical,  1.000,  1.000,6,  4.231,2,19,19q13.31,44010872,44031396,-,,,O95571,98,1,,,,""ETHE1_HUMAN Protein ETHE1, mitochondrial OS=Homo sapiens GN=ETHE1 PE=1 SV=2"",Homo sapiens";;;;;;;;
P63215,C,canonical,  1.000,  1.000,6, 19.743,3,11,11q12.3,62475130,62476673,+,,,P63215,99,1,,,,GBG3_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3 OS=Homo sapiens GN=GNG3 PE=2 SV=1,Homo sapiens;;;;;;;;
P35573,C,canonical,  1.000,  1.000,8,  0.868,4,1,1p21.2,100316045,100389576,+,,,P35573,100,5,,,,GDE_HUMAN Glycogen debranching enzyme OS=Homo sapiens GN=AGL PE=1 SV=3,Homo sapiens;;;;;;;;
Q96AQ6,C,canonical,  1.000,  1.000,5,  1.452,2,1,1q21.3,154916918,154928580,-,,,Q96AQ6,101,6,,,,PBIP1_HUMAN Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Homo sapiens GN=PBXIP1 PE=1 SV=1,Homo sapiens;;;;;;;;
Q9NQ48,C,canonical,  1.000,  1.000,3,  1.742,2,3,3p21.31,45864808,45883658,-,,,Q9NQ48,102,6,,,,LZTL1_HUMAN Leucine zipper transcription factor-like protein 1 OS=Homo sapiens GN=LZTFL1 PE=1 SV=1,Homo sapiens;;;;;;;;
